CONTAINER      NAME                                                                                                    CPU %     MEM USAGE / LIMIT     NET I/O           BLOCK I/O        PIDS
05f60286b0ce   peer7.org2.example.com                                                                                  2.32%     80.51MiB / 11.57GiB   9.21MB / 6.16MB   0B / 3.58MB      10
be5395fdb678   peer6.org2.example.com                                                                                  2.44%     84.46MiB / 11.57GiB   9.53MB / 6.27MB   0B / 3.58MB      11
368063a35721   peer5.org2.example.com                                                                                  3.91%     84.33MiB / 11.57GiB   9.18MB / 6.59MB   0B / 3.58MB      12
678c63876d8d   peer4.org2.example.com                                                                                  3.77%     105.3MiB / 11.57GiB   9.68MB / 6.75MB   0B / 3.58MB      10
9054d5293db2   peer3.org2.example.com                                                                                  4.77%     101.7MiB / 11.57GiB   9.54MB / 6.43MB   0B / 3.58MB      10
4cea85f1aa47   peer2.org2.example.com                                                                                  2.19%     84.4MiB / 11.57GiB    9.63MB / 6.77MB   0B / 3.58MB      11
c55d40829ff3   peer1.org2.example.com                                                                                  3.73%     94.38MiB / 11.57GiB   9.83MB / 6.74MB   0B / 3.59MB      12
08ade0223f02   peer7.org1.example.com                                                                                  10.51%    109.3MiB / 11.57GiB   76.5MB / 210MB    0B / 3.59MB      12
b205eb272545   peer6.org1.example.com                                                                                  12.16%    108.1MiB / 11.57GiB   76.1MB / 209MB    0B / 3.58MB      10
b4704e0267cc   peer5.org1.example.com                                                                                  10.44%    109.1MiB / 11.57GiB   76.6MB / 211MB    0B / 3.58MB      11
5a0f9bea03ce   peer4.org1.example.com                                                                                  12.57%    104.4MiB / 11.57GiB   76.4MB / 209MB    0B / 3.58MB      12
1a480bd456c6   peer3.org1.example.com                                                                                  8.64%     120.1MiB / 11.57GiB   76.5MB / 210MB    0B / 3.58MB      12
fa70d2202b4f   peer2.org1.example.com                                                                                  12.59%    124.4MiB / 11.57GiB   76.7MB / 210MB    0B / 3.58MB      11
66d35b1ee5d1   peer1.org1.example.com                                                                                  9.19%     118.6MiB / 11.57GiB   76.3MB / 209MB    0B / 3.58MB      11
ec9efa6ab79b   cli                                                                                                     0.00%     1.066MiB / 11.57GiB   116kB / 17.6kB    0B / 336kB       1
c680561b1986   peer0.org1.example.com                                                                                  5.14%     154MiB / 11.57GiB     249MB / 178MB     0B / 3.44MB      11
06078c961359   peer0.org2.example.com                                                                                  3.01%     83.62MiB / 11.57GiB   11.7MB / 8.34MB   0B / 3.44MB      11
fd6d329a728d   couchdb0                                                                                                87.67%    113.6MiB / 11.57GiB   7.23MB / 174MB    0B / 1.55MB      42
8563171154d1   couchdb1                                                                                                2.05%     60.25MiB / 11.57GiB   575kB / 569kB     0B / 1.55MB      42
a585f400ce9d   orderer.example.com                                                                                     0.08%     23.76MiB / 11.57GiB   435kB / 3.72MB    0B / 643kB       12
347ecfa35135   ca_orderer                                                                                              0.00%     7.242MiB / 11.57GiB   30.1kB / 27.2kB   16.4kB / 659kB   8
07b3ed2821dc   ca_org2                                                                                                 0.00%     7.289MiB / 11.57GiB   77.9kB / 133kB    0B / 1.65MB      8
4e060823a6a3   ca_org1                                                                                                 0.00%     7.262MiB / 11.57GiB   78.3kB / 134kB    0B / 1.65MB      7
CONTAINER      NAME                                                                                                    CPU %     MEM USAGE / LIMIT     NET I/O           BLOCK I/O        PIDS
3746c4adfd36   dev-peer0.org1.example.com-basic_1.0-5888a1b6a788a537cf2b46cb928c59bbb52e5df079b509a9f561584935c51671   10.60%    10.01MiB / 2GiB       78.9MB / 66.6MB   0B / 0B          9
41808ef6296e   dev-peer4.org1.example.com-basic_1.0-5888a1b6a788a537cf2b46cb928c59bbb52e5df079b509a9f561584935c51671   16.33%    9.035MiB / 2GiB       79.8MB / 67.2MB   0B / 0B          9
7c58a9280cd3   dev-peer2.org2.example.com-basic_1.0-5888a1b6a788a537cf2b46cb928c59bbb52e5df079b509a9f561584935c51671   0.00%     5.172MiB / 2GiB       7.11kB / 3.64kB   0B / 0B          7
